"X" "chr" "start" "end" "strand" "gene.name" "center" "loci_group" "OR_cluster" "class"
"917" 600970 "chr6" 42908878 42914273 "+" "Olfr447" 42911575.5 "chr6_3" "OR-Cluster-51" "II"
"918" 600986 "chr6" 42921377 42931141 "+" "Olfr446" 42926259 "chr6_3" "OR-Cluster-51" "II"
"919" 601029 "chr6" 42949067 42956764 "+" "Olfr444" 42952915.5 "chr6_3" "OR-Cluster-51" "II"
"920" 601053 "chr6" 43067308 43095584 "+" "Olfr443-ps1" 43081446 "chr6_3" "OR-Cluster-51" "II"
"921" 601068 "chr6" 43099400 43099715 "+" "Olfr442-ps1" 43099557.5 "chr6_3" "OR-Cluster-51" "II"
"922" 601071 "chr6" 43106369 43117803 "+" "Olfr441" 43112086 "chr6_3" "OR-Cluster-51" "II"
"923" 601089 "chr6" 43122350 43123266 "+" "Olfr440-ps1" 43122808 "chr6_3" "OR-Cluster-51" "II"
"924" 601092 "chr6" 43138133 43138439 "+" "Olfr439-ps1" 43138286 "chr6_3" "OR-Cluster-51" "II"
"925" 601095 "chr6" 43146567 43157169 "+" "Olfr237-ps1" 43151868 "chr6_3" "OR-Cluster-51" "II"
"926" 601123 "chr6" 43163282 43169861 "+" "Olfr437" 43166571.5 "chr6_3" "OR-Cluster-51" "II"
"927" 601140 "chr6" 43172140 43177460 "+" "Olfr13" 43174800 "chr6_3" "OR-Cluster-51" "II"
"928" 601157 "chr6" 43187171 43187696 "+" "Olfr436-ps1" 43187433.5 "chr6_3" "OR-Cluster-51" "II"
"929" 601161 "chr6" 43197146 43203629 "+" "Olfr435" 43200387.5 "chr6_3" "OR-Cluster-51" "II"
"930" 601182 "chr6" 43213021 43218113 "+" "Olfr434" 43215567 "chr6_3" "OR-Cluster-51" "II"
"931" 601202 "chr6" 43231529 43236959 "+" "Olfr47" 43234244 "chr6_3" "OR-Cluster-51" "II"
"932" 618897 "chr6" 73420314 73421218 "-" "Olfr210-ps1" 73420766 "chr6_2" NA "II"
"933" 646207 "chr6" 116489091 116498221 "+" "Olfr211" 116493656 "chr6_1" "OR-Cluster-52" "II"
"934" 646223 "chr6" 116506516 116517965 "+" "Olfr212" 116512240.5 "chr6_1" "OR-Cluster-52" "II"
"935" 646251 "chr6" 116538456 116544292 "+" "Olfr213" 116541374 "chr6_1" "OR-Cluster-52" "II"
"936" 646275 "chr6" 116554235 116560611 "+" "Olfr214" 116557423 "chr6_1" "OR-Cluster-52" "II"
"937" 646333 "chr6" 116580084 116584195 "-" "Olfr215" 116582139.5 "chr6_1" "OR-Cluster-52" "II"
"938" 682892 "chr7" 6438688 6442161 "+" "Olfr1344" 6440424.5 "chr7_3" "OR-Cluster-53" "II"
"939" 682909 "chr7" 6446874 6447117 "+" "Olfr1345-ps1" 6446995.5 "chr7_3" "OR-Cluster-53" "II"
"940" 682912 "chr7" 6456168 6466817 "+" "Olfr1336" 6461492.5 "chr7_3" "OR-Cluster-53" "II"
"941" 682927 "chr7" 6467101 6478112 "+" "Olfr1346" 6472606.5 "chr7_3" "OR-Cluster-53" "II"
"942" 682953 "chr7" 6478322 6486941 "-" "Olfr5" 6482631.5 "chr7_3" "OR-Cluster-53" "II"
"943" 682972 "chr7" 6486944 6499755 "-" "Olfr1347" 6493349.5 "chr7_3" "OR-Cluster-53" "II"
"944" 683005 "chr7" 6499793 6508748 "-" "Olfr1348" 6504270.5 "chr7_3" "OR-Cluster-53" "II"
"945" 683099 "chr7" 6513269 6522950 "-" "Olfr1349" 6518109.5 "chr7_3" "OR-Cluster-53" "II"
"946" 683174 "chr7" 6564841 6571401 "+" "Olfr1350" 6568121 "chr7_3" "OR-Cluster-53" "II"
"947" 758550 "chr7" 84853553 84859612 "+" "Olfr291" 84856582.5 "chr7_1" "OR-Cluster-54" "II"
"948" 758578 "chr7" 84913075 84920861 "+" "Olfr290" 84916968 "chr7_1" "OR-Cluster-54" "II"
"949" 758610 "chr7" 84915781 84916728 "+" "Olfr290" 84916254.5 "chr7_1" "OR-Cluster-54" "II"
"950" 758962 "chr7" 86268487 86277172 "-" "Olfr310" 86272829.5 "chr7_1" "OR-Cluster-55" "II"
"951" 758985 "chr7" 86304474 86313708 "-" "Olfr309" 86309091 "chr7_1" "OR-Cluster-55" "II"
"952" 759003 "chr7" 86318218 86325630 "-" "Olfr308" 86321924 "chr7_1" "OR-Cluster-55" "II"
"953" 759023 "chr7" 86332176 86337586 "-" "Olfr307" 86334881 "chr7_1" "OR-Cluster-55" "II"
"954" 759049 "chr7" 86352977 86353719 "-" "Olfr306-ps1" 86353348 "chr7_1" "OR-Cluster-55" "II"
"955" 759052 "chr7" 86360854 86366928 "-" "Olfr305" 86363891 "chr7_1" "OR-Cluster-55" "II"
"956" 759086 "chr7" 86385657 86386658 "-" "Olfr304" 86386157.5 "chr7_1" "OR-Cluster-55" "II"
"957" 759093 "chr7" 86391810 86397789 "-" "Olfr303" 86394799.5 "chr7_1" "OR-Cluster-55" "II"
"958" 759144 "chr7" 86403846 86414024 "+" "Olfr301" 86408935 "chr7_1" "OR-Cluster-55" "II"
"959" 759156 "chr7" 86435913 86445258 "+" "Olfr300-ps1" 86440585.5 "chr7_1" "OR-Cluster-55" "II"
"960" 759166 "chr7" 86459921 86469557 "+" "Olfr299" 86464739 "chr7_1" "OR-Cluster-55" "II"
"961" 759184 "chr7" 86486322 86492484 "-" "Olfr298" 86489403 "chr7_1" "OR-Cluster-55" "II"
"962" 759222 "chr7" 86519968 86528497 "+" "Olfr297" 86524232.5 "chr7_1" "OR-Cluster-55" "II"
"963" 759242 "chr7" 86559478 86562678 "+" "Olfr296-ps1" 86561078 "chr7_1" "OR-Cluster-55" "II"
"964" 759252 "chr7" 86583862 86591128 "+" "Olfr295" 86587495 "chr7_1" "OR-Cluster-55" "II"
"965" 759268 "chr7" 86615636 86616643 "-" "Olfr294" 86616139.5 "chr7_1" "OR-Cluster-55" "II"
"966" 759275 "chr7" 86649061 86666045 "+" "Olfr293" 86657553 "chr7_1" "OR-Cluster-55" "II"
"967" 759306 "chr7" 86688330 86697507 "+" "Olfr292" 86692918.5 "chr7_1" "OR-Cluster-55" "II"
"968" 766450 "chr7" 99730273 99736399 "+" "Olfr520" 99733336 "chr7_4" "OR-Cluster-56" "II"
"969" 766469 "chr7" 99763507 99769321 "+" "Olfr521" 99766414 "chr7_4" "OR-Cluster-56" "II"
"970" 773049 "chr7" 102476579 102481679 "-" "Olfr543" 102479129 "chr7_4" "OR-Cluster-57" "I"
"971" 773066 "chr7" 102482031 102488313 "-" "Olfr544" 102485172 "chr7_4" "OR-Cluster-57" "I"
"972" 773076 "chr7" 102491466 102499573 "-" "Olfr545" 102495519.5 "chr7_4" "OR-Cluster-57" "I"
"973" 773099 "chr7" 102521331 102521656 "+" "Olfr546-ps1" 102521493.5 "chr7_4" "OR-Cluster-57" "I"
"974" 773102 "chr7" 102534749 102535684 "+" "Olfr547" 102535216.5 "chr7_4" "OR-Cluster-57" "I"
"975" 773109 "chr7" 102540896 102545890 "+" "Olfr548-ps1" 102543393 "chr7_4" "OR-Cluster-57" "I"
"976" 773123 "chr7" 102549870 102555842 "+" "Olfr549" 102552856 "chr7_4" "OR-Cluster-57" "I"
"977" 773193 "chr7" 102571442 102583011 "+" "Olfr550" 102577226.5 "chr7_4" "OR-Cluster-57" "I"
"978" 773210 "chr7" 102583510 102591886 "-" "Olfr551" 102587698 "chr7_4" "OR-Cluster-57" "I"
"979" 773227 "chr7" 102597770 102608125 "+" "Olfr552" 102602947.5 "chr7_4" "OR-Cluster-57" "I"
"980" 773245 "chr7" 102611281 102618218 "-" "Olfr553" 102614749.5 "chr7_4" "OR-Cluster-57" "I"
"981" 773263 "chr7" 102638432 102642555 "+" "Olfr554" 102640493.5 "chr7_4" "OR-Cluster-57" "I"
"982" 773293 "chr7" 102658823 102659770 "+" "Olfr555" 102659296.5 "chr7_4" "OR-Cluster-57" "I"
"983" 773300 "chr7" 102664899 102673270 "+" "Olfr556" 102669084.5 "chr7_4" "OR-Cluster-57" "I"
"984" 773380 "chr7" 102695910 102700707 "+" "Olfr557" 102698308.5 "chr7_4" "OR-Cluster-57" "I"
"985" 773397 "chr7" 102702215 102712064 "+" "Olfr558" 102707139.5 "chr7_4" "OR-Cluster-57" "I"
"986" 773410 "chr7" 102712151 102719070 "-" "Olfr33" 102715610.5 "chr7_4" "OR-Cluster-57" "I"
"987" 773426 "chr7" 102723207 102727491 "-" "Olfr559" 102725349 "chr7_4" "OR-Cluster-57" "I"
"988" 773448 "chr7" 102738511 102759471 "-" "Olfr78" 102748991 "chr7_4" "OR-Cluster-57" "I"
"989" 773487 "chr7" 102751818 102759366 "-" "Olfr560" 102755592 "chr7_4" "OR-Cluster-57" "I"
"990" 773505 "chr7" 102771221 102776857 "+" "Olfr561" 102774039 "chr7_4" "OR-Cluster-57" "I"
"991" 773522 "chr7" 102781478 102782428 "+" "Olfr562-ps1" 102781953 "chr7_4" "OR-Cluster-57" "I"
"992" 773529 "chr7" 102791250 102792340 "+" "Olfr563-ps1" 102791795 "chr7_4" "OR-Cluster-57" "I"
"993" 773533 "chr7" 102803480 102804430 "+" "Olfr564" 102803955 "chr7_4" "OR-Cluster-57" "I"
"994" 773540 "chr7" 102817552 102818495 "-" "Olfr565-ps1" 102818023.5 "chr7_4" "OR-Cluster-57" "I"
"995" 773543 "chr7" 102855337 102858765 "-" "Olfr566" 102857051 "chr7_4" "OR-Cluster-57" "I"
"996" 773571 "chr7" 102863922 102864778 "-" "Olfr567-ps1" 102864350 "chr7_4" "OR-Cluster-57" "I"
"997" 773574 "chr7" 102877122 102878063 "+" "Olfr568" 102877592.5 "chr7_4" "OR-Cluster-57" "I"
"998" 773581 "chr7" 102883709 102890882 "-" "Olfr569" 102887295.5 "chr7_4" "OR-Cluster-57" "I"
"999" 773597 "chr7" 102894577 102901710 "+" "Olfr570" 102898143.5 "chr7_4" "OR-Cluster-57" "I"
"1000" 773614 "chr7" 102905090 102917536 "-" "Olfr571" 102911313 "chr7_4" "OR-Cluster-57" "I"
"1001" 773639 "chr7" 102924409 102928608 "+" "Olfr572" 102926508.5 "chr7_4" "OR-Cluster-57" "I"
"1002" 773666 "chr7" 102941682 102942575 "-" "Olfr573-ps1" 102942128.5 "chr7_4" "OR-Cluster-57" "I"
"1003" 773677 "chr7" 102948467 102949507 "+" "Olfr574" 102948987 "chr7_4" "OR-Cluster-57" "I"
"1004" 773691 "chr7" 102952270 102958775 "-" "Olfr575" 102955522.5 "chr7_4" "OR-Cluster-57" "I"
"1005" 773720 "chr7" 102962660 102975160 "+" "Olfr576" 102968910 "chr7_4" "OR-Cluster-57" "I"
"1006" 773736 "chr7" 102971180 102975943 "-" "Olfr577" 102973561.5 "chr7_4" "OR-Cluster-57" "I"
"1007" 773765 "chr7" 102981608 102989324 "-" "Olfr578" 102985466 "chr7_4" "OR-Cluster-57" "I"
"1008" 773781 "chr7" 102998958 103005197 "-" "Olfr1527-ps1" 103002077.5 "chr7_4" "OR-Cluster-57" "I"
"1009" 773785 "chr7" 103013136 103014490 "-" "Olfr580-ps1" 103013813 "chr7_4" "OR-Cluster-57" "I"
"1010" 773789 "chr7" 103029093 103029648 "+" "Olfr581-ps1" 103029370.5 "chr7_4" "OR-Cluster-57" "I"
"1011" 773792 "chr7" 103038024 103044040 "+" "Olfr582" 103041032 "chr7_4" "OR-Cluster-57" "I"
"1012" 773826 "chr7" 103051300 103052259 "+" "Olfr583" 103051779.5 "chr7_4" "OR-Cluster-57" "I"
"1013" 773833 "chr7" 103081885 103088315 "+" "Olfr584" 103085100 "chr7_4" "OR-Cluster-57" "I"
"1014" 773850 "chr7" 103097720 103098749 "+" "Olfr585" 103098234.5 "chr7_4" "OR-Cluster-57" "I"
"1015" 773858 "chr7" 103118403 103125638 "-" "Olfr586" 103122020.5 "chr7_4" "OR-Cluster-57" "I"
"1016" 773894 "chr7" 103134376 103135323 "+" "Olfr587-ps1" 103134849.5 "chr7_4" "OR-Cluster-57" "I"
"1017" 773907 "chr7" 103140879 103147864 "+" "Olfr588-ps1" 103144371.5 "chr7_4" "OR-Cluster-57" "I"
"1018" 773924 "chr7" 103154792 103156356 "-" "Olfr589" 103155574 "chr7_4" "OR-Cluster-57" "I"
"1019" 773940 "chr7" 103165853 103166750 "+" "Olfr590-ps1" 103166301.5 "chr7_4" "OR-Cluster-57" "I"
"1020" 773943 "chr7" 103167074 103178340 "-" "Olfr591" 103172707 "chr7_4" "OR-Cluster-57" "I"
"1021" 773966 "chr7" 103184803 103192965 "+" "Olfr592" 103188884 "chr7_4" "OR-Cluster-57" "I"
"1022" 773999 "chr7" 103211862 103212845 "+" "Olfr593" 103212353.5 "chr7_4" "OR-Cluster-57" "I"
"1023" 774012 "chr7" 103216996 103222313 "+" "Olfr594" 103219654.5 "chr7_4" "OR-Cluster-57" "I"
"1024" 774031 "chr7" 103235632 103236585 "+" "Olfr595-ps1" 103236108.5 "chr7_4" "OR-Cluster-57" "I"
"1025" 774052 "chr7" 103305648 103312782 "+" "Olfr596" 103309215 "chr7_4" "OR-Cluster-57" "I"
"1026" 774072 "chr7" 103316315 103322799 "+" "Olfr597" 103319557 "chr7_4" "OR-Cluster-57" "I"
"1027" 774090 "chr7" 103323568 103329888 "+" "Olfr598" 103326728 "chr7_4" "OR-Cluster-57" "I"
"1028" 774110 "chr7" 103335917 103339564 "+" "Olfr599" 103337740.5 "chr7_4" "OR-Cluster-57" "I"
"1029" 774127 "chr7" 103343482 103349669 "-" "Olfr600" 103346575.5 "chr7_4" "OR-Cluster-57" "I"
"1030" 774144 "chr7" 103357094 103362655 "-" "Olfr601" 103359874.5 "chr7_4" "OR-Cluster-57" "I"
"1031" 774179 "chr7" 103367520 103372443 "-" "Olfr602-ps1" 103369981.5 "chr7_4" "OR-Cluster-57" "I"
"1032" 774186 "chr7" 103383062 103386177 "-" "Olfr603" 103384619.5 "chr7_4" "OR-Cluster-57" "I"
"1033" 774224 "chr7" 103440407 103445439 "-" "Olfr605" 103442923 "chr7_4" "OR-Cluster-57" "I"
"1034" 774241 "chr7" 103449046 103453531 "+" "Olfr606" 103451288.5 "chr7_4" "OR-Cluster-57" "I"
"1035" 774266 "chr7" 103455526 103464151 "-" "Olfr607" 103459838.5 "chr7_4" "OR-Cluster-57" "I"
"1036" 774279 "chr7" 103469877 103471358 "+" "Olfr608" 103470617.5 "chr7_4" "OR-Cluster-57" "I"
"1037" 774287 "chr7" 103490025 103498062 "-" "Olfr609" 103494043.5 "chr7_4" "OR-Cluster-57" "I"
"1038" 774319 "chr7" 103505375 103512122 "-" "Olfr610" 103508748.5 "chr7_4" "OR-Cluster-57" "I"
"1039" 774338 "chr7" 103516465 103520846 "-" "Olfr611" 103518655.5 "chr7_4" "OR-Cluster-57" "I"
"1040" 774356 "chr7" 103537222 103542717 "-" "Olfr612" 103539969.5 "chr7_4" "OR-Cluster-57" "I"
"1041" 774385 "chr7" 103548074 103555506 "+" "Olfr613" 103551790 "chr7_4" "OR-Cluster-57" "I"
"1042" 774402 "chr7" 103556079 103563798 "+" "Olfr615" 103559938.5 "chr7_4" "OR-Cluster-57" "I"
"1043" 774429 "chr7" 103563747 103569143 "-" "Olfr616" 103566445 "chr7_4" "OR-Cluster-57" "I"
"1044" 774454 "chr7" 103573061 103586795 "+" "Olfr617" 103579928 "chr7_4" "OR-Cluster-57" "I"
"1045" 774486 "chr7" 103590103 103600448 "+" "Olfr618" 103595275.5 "chr7_4" "OR-Cluster-57" "I"
"1046" 774502 "chr7" 103600575 103604859 "+" "Olfr619" 103602717 "chr7_4" "OR-Cluster-57" "I"
"1047" 774521 "chr7" 103604895 103612534 "-" "Olfr620" 103608714.5 "chr7_4" "OR-Cluster-57" "I"
"1048" 774542 "chr7" 103629021 103629958 "-" "Olfr621-ps1" 103629489.5 "chr7_4" "OR-Cluster-57" "I"
"1049" 774547 "chr7" 103638451 103642702 "-" "Olfr622" 103640576.5 "chr7_4" "OR-Cluster-57" "I"
"1050" 774577 "chr7" 103657697 103663698 "-" "Olfr623" 103660697.5 "chr7_4" "OR-Cluster-57" "I"
"1051" 774596 "chr7" 103665461 103671191 "-" "Olfr624" 103668326 "chr7_4" "OR-Cluster-57" "I"
"1052" 774604 "chr7" 103682720 103683685 "+" "Olfr625-ps1" 103683202.5 "chr7_4" "OR-Cluster-57" "I"
"1053" 774614 "chr7" 103691800 103692117 "-" "Olfr626-ps1" 103691958.5 "chr7_4" "OR-Cluster-57" "I"
"1054" 774617 "chr7" 103699576 103700754 "-" "Olfr260-ps1" 103700165 "chr7_4" "OR-Cluster-57" "I"
"1055" 774621 "chr7" 103714671 103721166 "+" "Olfr243" 103717918.5 "chr7_4" "OR-Cluster-57" "I"
"1056" 774637 "chr7" 103730374 103733324 "+" "Olfr628" 103731849 "chr7_4" "OR-Cluster-57" "I"
"1057" 774653 "chr7" 103739775 103744943 "-" "Olfr629" 103742359 "chr7_4" "OR-Cluster-57" "I"
"1058" 774679 "chr7" 103753480 103757333 "-" "Olfr630" 103755406.5 "chr7_4" "OR-Cluster-57" "I"
"1059" 774693 "chr7" 103765805 103771594 "-" "Olfr69" 103768699.5 "chr7_4" "OR-Cluster-57" "I"
"1060" 774705 "chr7" 103774358 103779698 "-" "Olfr68" 103777028 "chr7_4" "OR-Cluster-57" "I"
"1061" 774721 "chr7" 103784594 103791821 "-" "Olfr67" 103788207.5 "chr7_4" "OR-Cluster-57" "I"
"1062" 774814 "chr7" 103879443 103886252 "-" "Olfr66" 103882847.5 "chr7_4" "OR-Cluster-57" "I"
"1063" 774835 "chr7" 103889485 103894485 "-" "Olfr64" 103891985 "chr7_4" "OR-Cluster-57" "I"
"1064" 774843 "chr7" 103903487 103908650 "+" "Olfr65" 103906068.5 "chr7_4" "OR-Cluster-57" "I"
"1065" 774873 "chr7" 103928825 103929784 "+" "Olfr631" 103929304.5 "chr7_4" "OR-Cluster-57" "I"
"1066" 774880 "chr7" 103934347 103940579 "+" "Olfr632" 103937463 "chr7_4" "OR-Cluster-57" "I"
"1067" 774902 "chr7" 103944437 103948963 "+" "Olfr633" 103946700 "chr7_4" "OR-Cluster-57" "I"
"1068" 774918 "chr7" 103956412 103957366 "+" "Olfr634-ps1" 103956889 "chr7_4" "OR-Cluster-57" "I"
"1069" 774923 "chr7" 103971152 103987540 "+" "Olfr635" 103979346 "chr7_4" "OR-Cluster-57" "I"
"1070" 774943 "chr7" 103989102 103990036 "-" "Olfr636-ps1" 103989569 "chr7_4" "OR-Cluster-57" "I"
"1071" 774946 "chr7" 103995991 103996461 "+" "Olfr637-ps1" 103996226 "chr7_4" "OR-Cluster-57" "I"
"1072" 774949 "chr7" 103998746 104004357 "+" "Olfr638" 104001551.5 "chr7_4" "OR-Cluster-57" "I"
"1073" 774987 "chr7" 104006231 104017303 "-" "Olfr639" 104011767 "chr7_4" "OR-Cluster-57" "I"
"1074" 775004 "chr7" 104018686 104025573 "-" "Olfr640" 104022129.5 "chr7_4" "OR-Cluster-57" "I"
"1075" 775022 "chr7" 104035445 104042072 "+" "Olfr641" 104038758.5 "chr7_4" "OR-Cluster-57" "I"
"1076" 775041 "chr7" 104046529 104052666 "-" "Olfr642" 104049597.5 "chr7_4" "OR-Cluster-57" "I"
"1077" 775057 "chr7" 104053600 104061445 "-" "Olfr643" 104057522.5 "chr7_4" "OR-Cluster-57" "I"
"1078" 775073 "chr7" 104066289 104071869 "-" "Olfr644" 104069079 "chr7_4" "OR-Cluster-57" "I"
"1079" 775101 "chr7" 104081789 104085465 "-" "Olfr645" 104083627 "chr7_4" "OR-Cluster-57" "I"
"1080" 775109 "chr7" 104104873 104109766 "+" "Olfr646" 104107319.5 "chr7_4" "OR-Cluster-57" "I"
"1081" 775185 "chr7" 104167383 104168342 "-" "Olfr647-ps1" 104167862.5 "chr7_4" "OR-Cluster-57" "I"
"1082" 775188 "chr7" 104177598 104183392 "-" "Olfr648" 104180495 "chr7_4" "OR-Cluster-57" "I"
"1083" 775204 "chr7" 104188992 104195985 "-" "Olfr649" 104192488.5 "chr7_4" "OR-Cluster-57" "I"
"1084" 775220 "chr7" 104203437 104207865 "+" "Olfr650-ps1" 104205651 "chr7_4" "OR-Cluster-57" "I"
"1085" 775761 "chr7" 104550133 104554422 "+" "Olfr651" 104552277.5 "chr7_4" "OR-Cluster-57" "I"
"1086" 775781 "chr7" 104560901 104568634 "+" "Olfr652" 104564767.5 "chr7_4" "OR-Cluster-57" "I"
"1087" 775820 "chr7" 104577314 104584117 "+" "Olfr653" 104580715.5 "chr7_4" "OR-Cluster-57" "I"
"1088" 775854 "chr7" 104587025 104590718 "+" "Olfr654" 104588871.5 "chr7_4" "OR-Cluster-57" "I"
"1089" 775878 "chr7" 104595301 104601779 "-" "Olfr655" 104598540 "chr7_4" "OR-Cluster-57" "I"
"1090" 775906 "chr7" 104613955 104621603 "+" "Olfr656" 104617779 "chr7_4" "OR-Cluster-57" "I"
"1091" 775922 "chr7" 104624794 104637481 "+" "Olfr657" 104631137.5 "chr7_4" "OR-Cluster-57" "I"
"1092" 775949 "chr7" 104642877 104647305 "-" "Olfr658" 104645091 "chr7_4" "OR-Cluster-57" "I"
"1093" 775971 "chr7" 104666753 104674948 "+" "Olfr659" 104670850.5 "chr7_4" "OR-Cluster-57" "I"
"1094" 775989 "chr7" 104678718 104679092 "+" "Olfr660-ps1" 104678905 "chr7_4" "OR-Cluster-57" "I"
"1095" 775992 "chr7" 104686501 104691354 "+" "Olfr661" 104688927.5 "chr7_4" "OR-Cluster-57" "I"
"1096" 776017 "chr7" 104700257 104700652 "+" "Olfr662-ps1" 104700454.5 "chr7_4" "OR-Cluster-57" "I"
"1097" 776020 "chr7" 104703569 104704527 "+" "Olfr663" 104704048 "chr7_4" "OR-Cluster-57" "I"
"1098" 776025 "chr7" 104733385 104734362 "-" "Olfr664" 104733873.5 "chr7_4" "OR-Cluster-57" "I"
"1099" 776096 "chr7" 104878031 104882906 "+" "Olfr665" 104880468.5 "chr7_4" "OR-Cluster-57" "I"
"1100" 776132 "chr7" 104891822 104895952 "-" "Olfr666" 104893887 "chr7_4" "OR-Cluster-57" "I"
"1101" 776163 "chr7" 104914742 104921482 "-" "Olfr667" 104918112 "chr7_4" "OR-Cluster-57" "I"
"1102" 776179 "chr7" 104922291 104928057 "-" "Olfr668" 104925174 "chr7_4" "OR-Cluster-57" "I"
"1103" 776195 "chr7" 104934240 104940477 "+" "Olfr669" 104937358.5 "chr7_4" "OR-Cluster-57" "I"
"1104" 776228 "chr7" 104957114 104962620 "-" "Olfr670" 104959867 "chr7_4" "OR-Cluster-57" "I"
"1105" 776244 "chr7" 104972896 104979126 "-" "Olfr671" 104976011 "chr7_4" "OR-Cluster-57" "I"
"1106" 776271 "chr7" 104995760 105002029 "-" "Olfr672" 104998894.5 "chr7_4" "OR-Cluster-57" "I"
"1107" 776289 "chr7" 105004219 105004629 "-" "Olfr673-ps1" 105004424 "chr7_4" "OR-Cluster-57" "I"
"1108" 776292 "chr7" 105006313 105007258 "-" "Olfr674-ps1" 105006785.5 "chr7_4" "OR-Cluster-57" "I"
"1109" 776295 "chr7" 105021370 105028460 "-" "Olfr675" 105024915 "chr7_4" "OR-Cluster-57" "I"
"1110" 776331 "chr7" 105032698 105037750 "+" "Olfr676" 105035224 "chr7_4" "OR-Cluster-57" "I"
"1111" 776354 "chr7" 105051372 105059006 "+" "Olfr677" 105055189 "chr7_4" "OR-Cluster-57" "I"
"1112" 776373 "chr7" 105064475 105071639 "+" "Olfr678" 105068057 "chr7_4" "OR-Cluster-57" "I"
"1113" 776396 "chr7" 105081205 105090642 "+" "Olfr679" 105085923.5 "chr7_4" "OR-Cluster-57" "I"
"1114" 776427 "chr7" 105090702 105092817 "-" "Olfr680-ps1" 105091759.5 "chr7_4" "OR-Cluster-57" "I"
"1115" 776443 "chr7" 105116836 105125523 "+" "Olfr681" 105121179.5 "chr7_4" "OR-Cluster-57" "I"
"1116" 776492 "chr7" 105126366 105128435 "-" "Olfr682-ps1" 105127400.5 "chr7_4" "OR-Cluster-57" "I"
"1117" 776506 "chr7" 105140839 105147012 "-" "Olfr683" 105143925.5 "chr7_4" "OR-Cluster-57" "I"
"1118" 776529 "chr7" 105154692 105163653 "-" "Olfr684" 105159172.5 "chr7_4" "OR-Cluster-57" "I"
"1119" 776563 "chr7" 105178416 105186012 "-" "Olfr685" 105182214 "chr7_4" "OR-Cluster-57" "I"
"1120" 776608 "chr7" 105201858 105207485 "-" "Olfr686" 105204671.5 "chr7_4" "OR-Cluster-57" "I"
"1121" 776643 "chr7" 105272852 105276431 "+" "Olfr687" 105274641.5 "chr7_4" "OR-Cluster-57" "I"
"1122" 776649 "chr7" 105288095 105289060 "+" "Olfr688" 105288577.5 "chr7_4" "OR-Cluster-57" "I"
"1123" 776656 "chr7" 105311165 105319662 "+" "Olfr689" 105315413.5 "chr7_4" "OR-Cluster-57" "I"
"1124" 776676 "chr7" 105328225 105334104 "-" "Olfr690" 105331164.5 "chr7_4" "OR-Cluster-57" "I"
"1125" 776702 "chr7" 105335509 105342270 "-" "Olfr691" 105338889.5 "chr7_4" "OR-Cluster-57" "I"
"1126" 776718 "chr7" 105368230 105369355 "+" "Olfr692" 105368792.5 "chr7_4" "OR-Cluster-57" "I"
"1127" 778922 "chr7" 106675005 106680584 "-" "Olfr693" 106677794.5 "chr7_4" "OR-Cluster-58" "II"
"1128" 778941 "chr7" 106684980 106691814 "-" "Olfr694" 106688397 "chr7_4" "OR-Cluster-58" "II"
"1129" 778978 "chr7" 106711031 106716396 "-" "Olfr695" 106713713.5 "chr7_4" "OR-Cluster-58" "II"
"1130" 778990 "chr7" 106728872 106729819 "-" "Olfr696-ps1" 106729345.5 "chr7_4" "OR-Cluster-58" "II"
"1131" 778993 "chr7" 106740834 106742443 "-" "Olfr697" 106741638.5 "chr7_4" "OR-Cluster-58" "II"
"1132" 779010 "chr7" 106749889 106755397 "-" "Olfr698" 106752643 "chr7_4" "OR-Cluster-58" "II"
"1133" 779038 "chr7" 106787963 106793198 "-" "Olfr699" 106790580.5 "chr7_4" "OR-Cluster-58" "II"
"1134" 779063 "chr7" 106805395 106808834 "-" "Olfr700" 106807114.5 "chr7_4" "OR-Cluster-58" "II"
"1135" 779083 "chr7" 106814129 106821472 "+" "Olfr701" 106817800.5 "chr7_4" "OR-Cluster-58" "II"
"1136" 779125 "chr7" 106823489 106833893 "-" "Olfr702" 106828691 "chr7_4" "OR-Cluster-58" "II"
"1137" 779162 "chr7" 106843360 106846207 "+" "Olfr703" 106844783.5 "chr7_4" "OR-Cluster-58" "II"
"1138" 779180 "chr7" 106863185 106870921 "+" "Olfr704" 106867053 "chr7_4" "OR-Cluster-58" "II"
"1139" 779207 "chr7" 106871870 106876891 "-" "Olfr705" 106874380.5 "chr7_4" "OR-Cluster-58" "II"
"1140" 779232 "chr7" 106882589 106888162 "-" "Olfr706" 106885375.5 "chr7_4" "OR-Cluster-58" "II"
"1141" 779267 "chr7" 106890446 106901241 "-" "Olfr707" 106895843.5 "chr7_4" "OR-Cluster-58" "II"
"1142" 779314 "chr7" 106908001 106916265 "+" "Olfr1532-ps1" 106912133 "chr7_4" "OR-Cluster-58" "II"
"1143" 779339 "chr7" 106922874 106932219 "-" "Olfr709-ps1" 106927546.5 "chr7_4" "OR-Cluster-58" "II"
"1144" 779357 "chr7" 106943911 106948312 "-" "Olfr710" 106946111.5 "chr7_4" "OR-Cluster-58" "II"
"1145" 779370 "chr7" 106953251 106963937 "-" "Olfr6" 106958594 "chr7_4" "OR-Cluster-58" "II"
"1146" 779430 "chr7" 106969694 106975453 "-" "Olfr711" 106972573.5 "chr7_4" "OR-Cluster-58" "II"
