"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"gene_type"	"gene_name"	"level"	"mgi_id"	"havana_gene"	"OR_cluster"	"midpoint"	"Class"
"108"	"chr2"	87369895	87373469	3575	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070852.2"	"protein_coding"	"Olfr1121"	2	"MGI:3030955"	"OTTMUSG00000013775.3"	"OR-Cluster-38"	87371682	"II"
"109"	"chr2"	87385849	87391930	6082	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047594.4"	"protein_coding"	"Olfr1122"	2	"MGI:3030956"	"OTTMUSG00000013771.4"	"OR-Cluster-38"	87388889.5	"II"
"110"	"chr2"	87416635	87423211	6577	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043274.4"	"protein_coding"	"Olfr1123"	2	"MGI:3030957"	"OTTMUSG00000013786.6"	"OR-Cluster-38"	87419923	"II"
"111"	"chr2"	87430275	87436623	6349	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050772.2"	"protein_coding"	"Olfr1124"	2	"MGI:3030958"	"OTTMUSG00000013789.3"	"OR-Cluster-38"	87433449	"II"
"112"	"chr2"	87453962	87458911	4950	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058194.3"	"protein_coding"	"Olfr1126"	2	"MGI:3030960"	"OTTMUSG00000013791.5"	"OR-Cluster-38"	87456436.5	"II"
"113"	"chr2"	87531796	87533053	1258	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061520.4"	"protein_coding"	"Olfr153"	2	"MGI:1313138"	"OTTMUSG00000013805.3"	"OR-Cluster-38"	87532424.5	"II"
"114"	"chr2"	87573902	87577259	3358	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062272.4"	"protein_coding"	"Olfr1129"	2	"MGI:3030963"	"OTTMUSG00000013848.4"	"OR-Cluster-38"	87575580.5	"II"
"115"	"chr2"	87606212	87609852	3641	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059205.5"	"protein_coding"	"Olfr1130"	2	"MGI:3030964"	"OTTMUSG00000013834.5"	"OR-Cluster-38"	87608032	"II"
"116"	"chr2"	87627104	87630203	3100	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068819.3"	"protein_coding"	"Olfr1131"	2	"MGI:3030965"	"OTTMUSG00000013830.5"	"OR-Cluster-38"	87628653.5	"II"
"117"	"chr2"	87743752	87747581	3830	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068817.5"	"protein_coding"	"Olfr1140"	2	"MGI:3030974"	"OTTMUSG00000013840.4"	"OR-Cluster-38"	87745666.5	"II"
"118"	"chr2"	87745000	87745167	168	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111543.1"	"unprocessed_pseudogene"	"Olfr1139-ps1"	2	"MGI:3030973"	"OTTMUSG00000063052.1"	"OR-Cluster-38"	87745083.5	"II"
"119"	"chr2"	87779483	87784572	5090	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068816.3"	"protein_coding"	"Olfr152"	2	"MGI:1313139"	"OTTMUSG00000013836.3"	"OR-Cluster-38"	87782027.5	"II"
"120"	"chr2"	87786027	87786831	805	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111455.1"	"unprocessed_pseudogene"	"Olfr1142-ps1"	2	"MGI:3030976"	"OTTMUSG00000063053.1"	"OR-Cluster-38"	87786429	"II"
"121"	"chr2"	87800592	87804274	3683	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068815.3"	"protein_coding"	"Olfr1143"	2	"MGI:3030977"	"OTTMUSG00000013844.4"	"OR-Cluster-38"	87802433	"II"
"122"	"chr2"	87809822	87810799	978	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068814.2"	"protein_coding"	"Olfr1145"	2	"MGI:3030979"	"OTTMUSG00000013869.3"	"OR-Cluster-38"	87810310.5	"II"
"123"	"chr2"	87816534	87817476	943	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083185.2"	"unprocessed_pseudogene"	"Olfr1146-ps1"	2	"MGI:3030980"	"OTTMUSG00000013868.2"	"OR-Cluster-38"	87817005	"II"
"124"	"chr2"	87822639	87823551	913	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081908.2"	"unprocessed_pseudogene"	"Olfr1147-ps1"	2	"MGI:3030981"	"OTTMUSG00000013874.2"	"OR-Cluster-38"	87823095	"II"
"125"	"chr2"	87830533	87835803	5271	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061875.2"	"protein_coding"	"Olfr1148"	2	"MGI:3030982"	"OTTMUSG00000013879.3"	"OR-Cluster-38"	87833168	"II"
"126"	"chr2"	87839742	87840432	691	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082982.2"	"unprocessed_pseudogene"	"Olfr1149-ps1"	2	"MGI:3030983"	"OTTMUSG00000013871.2"	"OR-Cluster-38"	87840087	"II"
"127"	"chr2"	87843993	87849541	5549	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070853.5"	"protein_coding"	"Olfr1150-ps1"	2	"MGI:3030984"	"OTTMUSG00000013872.4"	"OR-Cluster-38"	87846767	"II"
"128"	"chr2"	87855862	87859923	4062	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047039.4"	"protein_coding"	"Olfr1151"	2	"MGI:3030985"	"OTTMUSG00000013875.3"	"OR-Cluster-38"	87857892.5	"II"
"129"	"chr2"	87866492	87874156	7665	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045225.4"	"protein_coding"	"Olfr1152"	2	"MGI:3030986"	"OTTMUSG00000013876.4"	"OR-Cluster-38"	87870324	"II"
"130"	"chr2"	87894962	87898310	3349	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000048197.4"	"protein_coding"	"Olfr1153"	2	"MGI:3030987"	"OTTMUSG00000013866.4"	"OR-Cluster-38"	87896636	"II"
"131"	"chr2"	87990113	87991054	942	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062793.6"	"protein_coding"	"Olfr1158"	2	"MGI:3030992"	"OTTMUSG00000013891.2"	"OR-Cluster-38"	87990583.5	"II"
"132"	"chr2"	88022774	88028252	5479	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045150.5"	"protein_coding"	"Olfr1161"	2	"MGI:3030995"	"OTTMUSG00000013909.4"	"OR-Cluster-38"	88025513	"II"
"133"	"chr2"	88181880	88186919	5040	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061342.5"	"protein_coding"	"Olfr1168"	2	"MGI:3031002"	"OTTMUSG00000013941.4"	"OR-Cluster-38"	88184399.5	"II"
"134"	"chr2"	88197464	88197696	233	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000084405.2"	"unprocessed_pseudogene"	"Olfr1169-ps1"	2	"MGI:3031003"	"OTTMUSG00000013939.2"	"OR-Cluster-38"	88197580	"II"
"135"	"chr2"	88336721	88342048	5328	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050023.4"	"protein_coding"	"Olfr1176"	2	"MGI:3031010"	"OTTMUSG00000013946.4"	"OR-Cluster-38"	88339384.5	"II"
"136"	"chr2"	88387062	88400799	13738	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000056995.3"	"protein_coding"	"Olfr1178"	2	"MGI:3031012"	"OTTMUSG00000013982.5"	"OR-Cluster-38"	88393930.5	"II"
"137"	"chr2"	88454867	88469199	14333	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049372.11"	"protein_coding"	"Olfr1183"	2	"MGI:3031017"	"OTTMUSG00000013989.5"	"OR-Cluster-38"	88462033	"II"
"138"	"chr2"	88483598	88489284	5687	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051424.2"	"protein_coding"	"Olfr1184"	2	"MGI:3031018"	"OTTMUSG00000013977.3"	"OR-Cluster-38"	88486441	"II"
"139"	"chr2"	88493320	88502049	8730	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057735.6"	"protein_coding"	"Olfr1185-ps1"	2	"MGI:3031019"	"OTTMUSG00000013986.3"	"OR-Cluster-38"	88497684.5	"II"
"140"	"chr2"	88518551	88526790	8240	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082882.2"	"protein_coding"	"Olfr1186"	2	"MGI:3031020"	"OTTMUSG00000013991.4"	"OR-Cluster-38"	88522670.5	"II"
"141"	"chr2"	88556935	88560815	3881	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068809.4"	"protein_coding"	"Olfr1188"	2	"MGI:3031022"	"OTTMUSG00000013984.3"	"OR-Cluster-38"	88558875	"II"
"142"	"chr2"	88586454	88592762	6309	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068808.2"	"protein_coding"	"Olfr1189"	2	"MGI:3031023"	"OTTMUSG00000013988.3"	"OR-Cluster-38"	88589608	"II"
"143"	"chr2"	88623305	88624236	932	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075126.4"	"polymorphic_pseudogene"	"Olfr475-ps1"	2	"MGI:3030309"	"OTTMUSG00000013983.2"	"OR-Cluster-38"	88623770.5	"II"
"144"	"chr2"	88640542	88648438	7897	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081948.4"	"protein_coding"	"Olfr1191-ps1"	2	"MGI:3031025"	"OTTMUSG00000013987.3"	"OR-Cluster-38"	88644490	"II"
"145"	"chr2"	88648509	88659772	11264	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111590.2"	"protein_coding"	"Olfr1192-ps1"	2	"MGI:3031026"	"OTTMUSG00000013985.4"	"OR-Cluster-38"	88654140.5	"II"
"146"	"chr2"	88675628	88681143	5516	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060827.2"	"protein_coding"	"Olfr1193"	2	"MGI:3031027"	"OTTMUSG00000013978.4"	"OR-Cluster-38"	88678385.5	"II"
"147"	"chr2"	88793036	88796827	3792	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059023.2"	"protein_coding"	"Olfr1201"	2	"MGI:3031035"	"OTTMUSG00000014053.3"	"OR-Cluster-38"	88794931.5	"II"
"148"	"chr2"	88814496	88820711	6216	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000064084.2"	"protein_coding"	"Olfr1202"	2	"MGI:3031036"	"OTTMUSG00000014050.4"	"OR-Cluster-38"	88817603.5	"II"
"149"	"chr2"	88829737	88837104	7368	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057447.2"	"protein_coding"	"Olfr1205"	2	"MGI:3031039"	"OTTMUSG00000014045.4"	"OR-Cluster-38"	88833420.5	"II"
"150"	"chr2"	88849292	88857920	8629	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061798.2"	"protein_coding"	"Olfr1204"	2	"MGI:3031038"	"OTTMUSG00000014048.3"	"OR-Cluster-38"	88853606	"II"
"151"	"chr2"	88863231	88867753	4523	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062757.2"	"protein_coding"	"Olfr1206"	2	"MGI:3031040"	"OTTMUSG00000014043.3"	"OR-Cluster-38"	88865492	"II"
"152"	"chr2"	88953969	88961313	7345	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000048226.5"	"protein_coding"	"Olfr1212"	2	"MGI:3031046"	"OTTMUSG00000014052.3"	"OR-Cluster-38"	88957641	"II"
"153"	"chr2"	89812051	89817860	5810	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045148.5"	"protein_coding"	"Olfr1255"	2	"MGI:3031089"	"OTTMUSG00000014239.4"	"OR-Cluster-38"	89814955.5	"II"
"154"	"chr2"	89878437	89883026	4590	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049057.4"	"protein_coding"	"Olfr1257"	2	"MGI:3031091"	"OTTMUSG00000014220.5"	"OR-Cluster-38"	89880731.5	"II"
"155"	"chr2"	89927309	89936334	9026	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049149.9"	"protein_coding"	"Olfr1258"	2	"MGI:3031092"	"OTTMUSG00000014238.5"	"OR-Cluster-38"	89931821.5	"II"
"156"	"chr2"	89974340	89981586	7247	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000042894.11"	"protein_coding"	"Olfr1260"	2	"MGI:3031094"	"OTTMUSG00000014241.6"	"OR-Cluster-38"	89977963	"II"
"157"	"chr2"	89991221	89996189	4969	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061295.5"	"protein_coding"	"Olfr1261"	2	"MGI:3031095"	"OTTMUSG00000014236.6"	"OR-Cluster-38"	89993705	"II"
"158"	"chr2"	90000145	90008291	8147	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051313.12"	"protein_coding"	"Olfr1262"	2	"MGI:3031096"	"OTTMUSG00000014231.6"	"OR-Cluster-38"	90004218	"II"
"159"	"chr2"	90012131	90018424	6294	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059112.6"	"protein_coding"	"Olfr1263"	2	"MGI:3031097"	"OTTMUSG00000014232.5"	"OR-Cluster-38"	90015277.5	"II"
"160"	"chr2"	90035337	90042214	6878	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059910.4"	"protein_coding"	"Olfr1265"	2	"MGI:3031099"	"OTTMUSG00000014240.3"	"OR-Cluster-38"	90038775.5	"II"
"161"	"chr2"	90322200	90326360	4161	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000089859.5"	"protein_coding"	"Olfr1565"	2	"MGI:3710598"	"OTTMUSG00000014278.5"	"OR-Cluster-38"	90324280	"II"
"162"	"chr2"	90398683	90403897	5215	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082980.5"	"protein_coding"	"Olfr1274"	2	"MGI:3031108"	"OTTMUSG00000014276.4"	"OR-Cluster-38"	90401290	"II"
"163"	"chr2"	111254516	111262026	7511	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063844.5"	"protein_coding"	"Olfr1276"	2	"MGI:3031110"	"OTTMUSG00000015187.4"	"OR-Cluster-39"	111258271	"II"
"164"	"chr2"	111290136	111298886	8751	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068647.2"	"protein_coding"	"Olfr1278"	2	"MGI:3031112"	"OTTMUSG00000015194.3"	"OR-Cluster-39"	111294511	"II"
"165"	"chr2"	111300635	111309043	8409	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109813.2"	"protein_coding"	"Olfr1279"	2	"MGI:3031113"	"OTTMUSG00000015191.4"	"OR-Cluster-39"	111304839	"II"
"166"	"chr2"	111314017	111326003	11987	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109449.3"	"protein_coding"	"Olfr1280"	2	"MGI:3031114"	"OTTMUSG00000015186.5"	"OR-Cluster-39"	111320010	"II"
"167"	"chr2"	111326520	111332852	6333	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095156.2"	"protein_coding"	"Olfr1281"	2	"MGI:3031115"	"OTTMUSG00000015193.3"	"OR-Cluster-39"	111329686	"II"
"168"	"chr2"	111366790	111370063	3274	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109322.2"	"protein_coding"	"Olfr1283"	2	"MGI:3031117"	"OTTMUSG00000015073.4"	"OR-Cluster-39"	111368426.5	"II"
"169"	"chr2"	111375522	111380613	5092	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108931.2"	"protein_coding"	"Olfr1284"	2	"MGI:3031118"	"OTTMUSG00000015072.5"	"OR-Cluster-39"	111378067.5	"II"
"170"	"chr2"	111406534	111409398	2865	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109521.3"	"transcribed_unprocessed_pseudogene"	"Olfr1285"	2	"MGI:3031119"	"OTTMUSG00000015080.6"	"OR-Cluster-39"	111407966	"II"
"171"	"chr2"	111449142	111450059	918	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095586.1"	"protein_coding"	"Olfr1287"	2	"MGI:3031121"	"OTTMUSG00000015075.2"	"OR-Cluster-39"	111449600.5	"II"
"172"	"chr2"	111474101	111479994	5894	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000044039.4"	"protein_coding"	"Olfr1288"	2	"MGI:3031122"	"OTTMUSG00000015078.3"	"OR-Cluster-39"	111477047.5	"II"
"173"	"chr2"	111480819	111484615	3797	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061195.8"	"protein_coding"	"Olfr1289"	2	"MGI:3031123"	"OTTMUSG00000015071.5"	"OR-Cluster-39"	111482717	"II"
"174"	"chr2"	111497180	111504553	7374	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108891.4"	"protein_coding"	"Olfr1291-ps1"	2	"MGI:3031125"	"OTTMUSG00000015084.6"	"OR-Cluster-39"	111500866.5	"II"
"175"	"chr2"	111525203	111533279	8077	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108908.4"	"protein_coding"	"Olfr1293-ps"	2	"MGI:3031127"	"OTTMUSG00000015076.6"	"OR-Cluster-39"	111529241	"II"
"176"	"chr2"	111661419	111665814	4396	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109219.2"	"protein_coding"	"Olfr1299"	2	"MGI:3031133"	"OTTMUSG00000015070.4"	"OR-Cluster-39"	111663616.5	"II"
"177"	"chr2"	111667437	111693319	25883	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109389.1"	"polymorphic_pseudogene"	"Olfr1300-ps1"	2	"MGI:3031134"	"OTTMUSG00000015085.3"	"OR-Cluster-39"	111680378	"II"
"178"	"chr2"	111751006	111758852	7847	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057149.4"	"protein_coding"	"Olfr1301"	2	"MGI:3031135"	"OTTMUSG00000015089.5"	"OR-Cluster-39"	111754929	"II"
"179"	"chr2"	111777429	111782700	5272	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000044560.3"	"protein_coding"	"Olfr1302"	2	"MGI:3031136"	"OTTMUSG00000015090.4"	"OR-Cluster-39"	111780064.5	"II"
"180"	"chr2"	112140329	112144054	3726	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050776.3"	"protein_coding"	"Olfr1317"	2	"MGI:3031151"	"OTTMUSG00000015116.4"	"OR-Cluster-39"	112142191.5	"II"
"181"	"chr2"	112154198	112159157	4960	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049758.7"	"protein_coding"	"Olfr1318"	2	"MGI:3031152"	"OTTMUSG00000015118.4"	"OR-Cluster-39"	112156677.5	"II"
"182"	"chr2"	112167724	112167997	274	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109522.1"	"unprocessed_pseudogene"	"Olfr1319-ps1"	2	"MGI:3031153"	"OTTMUSG00000059862.1"	"OR-Cluster-39"	112167860.5	"II"
"183"	"chr2"	36473721	36482468	8748	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075387.2"	"protein_coding"	"Olfr341"	2	"MGI:3030175"	"OTTMUSG00000012217.4"	"OR-Cluster-37"	36478094.5	"II"
"184"	"chr2"	36811492	36817032	5541	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075384.2"	"protein_coding"	"Olfr3"	2	"MGI:102697"	"OTTMUSG00000012213.3"	"OR-Cluster-37"	36814262	"II"
"185"	"chr2"	36857539	36862660	5122	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075383.4"	"protein_coding"	"Olfr351"	2	"MGI:3030185"	"OTTMUSG00000012223.3"	"OR-Cluster-37"	36860099.5	"II"
"186"	"chr2"	36887293	36892936	5644	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075382.3"	"protein_coding"	"Olfr353"	2	"MGI:3030187"	"OTTMUSG00000012212.4"	"OR-Cluster-37"	36890114.5	"II"
"187"	"chr2"	36925190	36928897	3708	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075380.2"	"protein_coding"	"Olfr355"	2	"MGI:3030189"	"OTTMUSG00000012234.4"	"OR-Cluster-37"	36927043.5	"II"
"188"	"chr2"	37002163	37009335	7173	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075379.4"	"protein_coding"	"Olfr358"	2	"MGI:3030192"	"OTTMUSG00000012224.4"	"OR-Cluster-37"	37005749	"II"
"189"	"chr2"	37019271	37020196	926	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081737.2"	"unprocessed_pseudogene"	"Olfr359-ps1"	2	"MGI:3030193"	"OTTMUSG00000012226.2"	"OR-Cluster-37"	37019733.5	"II"
"190"	"chr2"	37083736	37089290	5555	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075378.2"	"protein_coding"	"Olfr361"	2	"MGI:3030195"	"OTTMUSG00000012202.4"	"OR-Cluster-37"	37086513	"II"
"191"	"chr2"	37101706	37117910	16205	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075377.2"	"protein_coding"	"Olfr362"	2	"MGI:3030196"	"OTTMUSG00000012207.4"	"OR-Cluster-37"	37109808	"II"
"192"	"chr2"	37106257	37106510	254	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068948.4"	"unprocessed_pseudogene"	"Olfr363-ps"	2	"MGI:3030197"	"OTTMUSG00000012233.1"	"OR-Cluster-37"	37106383.5	"II"
"193"	"chr2"	85330779	85339315	8537	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075223.4"	"protein_coding"	"Olfr987"	2	"MGI:3030821"	"OTTMUSG00000013483.5"	"OR-Cluster-38"	85335047	"II"
"194"	"chr2"	85352428	85363227	10800	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075222.5"	"protein_coding"	"Olfr988"	2	"MGI:3030822"	"OTTMUSG00000013482.6"	"OR-Cluster-38"	85357827.5	"II"
"195"	"chr2"	85374853	85380487	5635	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111597.1"	"unprocessed_pseudogene"	"Olfr989-ps1"	2	"MGI:3030823"	"OTTMUSG00000062665.2"	"OR-Cluster-38"	85377670	"II"
"196"	"chr2"	85388132	85389035	904	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082712.2"	"unprocessed_pseudogene"	"Olfr990-ps1"	2	"MGI:3030824"	"OTTMUSG00000013476.3"	"OR-Cluster-38"	85388583.5	"II"
"197"	"chr2"	85397709	85398616	908	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110978.1"	"unprocessed_pseudogene"	"Olfr991-ps1"	2	"MGI:3030825"	"OTTMUSG00000062666.1"	"OR-Cluster-38"	85398162.5	"II"
"198"	"chr2"	85398824	85409469	10646	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075221.3"	"protein_coding"	"Olfr992"	2	"MGI:3030826"	"OTTMUSG00000013481.5"	"OR-Cluster-38"	85404146.5	"II"
"199"	"chr2"	85413933	85414877	945	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075220.1"	"protein_coding"	"Olfr993"	2	"MGI:3030827"	"OTTMUSG00000013484.2"	"OR-Cluster-38"	85414405	"II"
"200"	"chr2"	85429380	85436451	7072	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075219.3"	"protein_coding"	"Olfr994"	2	"MGI:3030828"	"OTTMUSG00000013477.4"	"OR-Cluster-38"	85432915.5	"II"
"201"	"chr2"	85437528	85443639	6112	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075218.3"	"protein_coding"	"Olfr995"	2	"MGI:3030829"	"OTTMUSG00000013480.3"	"OR-Cluster-38"	85440583.5	"II"
"202"	"chr2"	85601769	85602717	949	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081955.2"	"unprocessed_pseudogene"	"Olfr999-ps1"	2	"MGI:3030833"	"OTTMUSG00000013505.2"	"OR-Cluster-38"	85602243	"II"
"203"	"chr2"	85607037	85611903	4867	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075215.2"	"protein_coding"	"Olfr1000"	2	"MGI:3030834"	"OTTMUSG00000013506.4"	"OR-Cluster-38"	85609470	"II"
"204"	"chr2"	85646057	85650704	4648	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075214.3"	"protein_coding"	"Olfr1002"	2	"MGI:3030836"	"OTTMUSG00000013504.4"	"OR-Cluster-38"	85648380.5	"II"
"205"	"chr2"	85656256	85656835	580	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083358.2"	"unprocessed_pseudogene"	"Olfr1004-ps1"	2	"MGI:3030838"	"OTTMUSG00000013514.2"	"OR-Cluster-38"	85656545.5	"II"
"206"	"chr2"	85663377	85664455	1079	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075212.5"	"protein_coding"	"Olfr154"	2	"MGI:1351316"	"OTTMUSG00000013519.4"	"OR-Cluster-38"	85663916	"II"
"207"	"chr2"	85673657	85678767	5111	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075211.4"	"protein_coding"	"Olfr1006"	2	"MGI:3030840"	"OTTMUSG00000013518.5"	"OR-Cluster-38"	85676212	"II"
"208"	"chr2"	85757353	85762766	5414	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075210.4"	"protein_coding"	"Olfr1012"	2	"MGI:3030846"	"OTTMUSG00000013553.4"	"OR-Cluster-38"	85760059.5	"II"
"209"	"chr2"	85797618	85802544	4927	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075209.3"	"protein_coding"	"Olfr1016"	2	"MGI:3030850"	"OTTMUSG00000013559.5"	"OR-Cluster-38"	85800081	"II"
"210"	"chr2"	85808317	85808980	664	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081057.2"	"unprocessed_pseudogene"	"Olfr1017-ps1"	2	"MGI:3030851"	"OTTMUSG00000013552.2"	"OR-Cluster-38"	85808648.5	"II"
"211"	"chr2"	85839621	85845483	5863	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075208.6"	"protein_coding"	"Olfr1019"	2	"MGI:3030853"	"OTTMUSG00000013590.3"	"OR-Cluster-38"	85842552	"II"
"212"	"chr2"	85904069	85905052	984	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075206.1"	"protein_coding"	"Olfr1024"	2	"MGI:3030858"	"OTTMUSG00000013585.3"	"OR-Cluster-38"	85904560.5	"II"
"213"	"chr2"	86046937	86057882	10946	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083418.2"	"transcribed_unprocessed_pseudogene"	"Olfr1035-ps1"	2	"MGI:3030869"	"OTTMUSG00000013624.2"	"OR-Cluster-38"	86052409.5	"II"
"214"	"chr2"	86084671	86087385	2715	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075205.5"	"protein_coding"	"Olfr1037"	2	"MGI:3030871"	"OTTMUSG00000013623.4"	"OR-Cluster-38"	86086028	"II"
"215"	"chr2"	86127995	86135928	7934	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075204.3"	"protein_coding"	"Olfr1039"	2	"MGI:3030873"	"OTTMUSG00000013641.4"	"OR-Cluster-38"	86131961.5	"II"
